post_title,post_name,post_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,parent,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url
"Ayatul Kursi &amp; 4 Kul Canvas | Special Combo Set 6",ak-4kul-set-6,,47437,"<h2 style=""text-align: center""></h2>
<p style=""text-align: left""><strong data-wp-editing=""1""><a href=""https://shajao.com/wp-content/uploads/2021/03/d0isfudrjtji-2.gif""><img class=""size-full wp-image-47559 alignleft"" src=""https://shajao.com/wp-content/uploads/2021/03/d0isfudrjtji-2.gif"" alt="""" width=""430"" height=""70"" /></a>
Premium Islamic Calligraphy Combo From Shajao.com</strong></p>
<p style=""text-align: left""><strong>Combo: 2 Premium Canvas &amp; 1 Wall Clock</strong></p>

<div class=""woocommerce-product-details__short-description"">
<div dir=""auto"">

<strong>Material:</strong> কেরাসিন কাঠের ফ্রেমে   লেমোনেটেড প্রিন্টিং

<strong>Set Up in Wall:</strong> ড্রিলিং ছাড়াই সেট আপ   প্যাক এর ভিতর লাগানোর গ্লু দেয়া থাকে

<strong>Color Guarantee:</strong> 10 Years.
<h4><strong>রিয়েল ভিডিও<a href=""https://shajao.com/shop/3d-canvas/ak-4kul-set-6/#tab-description"">⏬</a></strong></h4>
</div>
</div>","<div class=""p-rich_text_section"">

<strong>Check out The video: </strong>

[video width=""1920"" height=""1080"" mp4=""https://shajao.com/wp-content/uploads/2021/03/afsana.mp4"" loop=""true"" autoplay=""true""][/video]

<strong>ফিচারস</strong>

</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>থ্রিডি বর্ডার প্রিমিয়াম ক্যানভাস ফ্রেমের সেট</li>
 	<li>ব্র্যান্ড নিউ এন্ড হাই কোয়ালিটি</li>
 	<li>মজবুত কাঠের তৈরী এবং পরিবেশ বান্ধব ডিজাইন</li>
 	<li>বেডরুম, ডাইনিং রুম, পড়াশোনা করার রুম এর জন্য উপযোগী</li>
 	<li>অস্থির ভাবে ফুটে উঠে এবং সৌন্দর্য বৃদ্ধি করে।</li>
 	<li>বন্ধু বান্ধবী অথবা কোনো পারিবারিক অনুষ্ঠানে গিফট করার জন্য উপযোগী</li>
 	<li>এটি ফ্রেমে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে)</li>
</ul>
<strong>Delivery </strong>
<ul>
 	<li>Delivery Time 2-4 Working days.</li>
 	<li>Inside Dhaka 100Tk</li>
 	<li>Outside Dhaka 150Tk.</li>
</ul>
<div class=""p-rich_text_section"">Features:</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>3D Border Canvas Frame</li>
 	<li>Premium Canvas Made by Shajao in Bangladesh.</li>
 	<li>Brand New and high quality.</li>
 	<li>Made of Wood and canvas material, durable, environmental protection.</li>
 	<li>Vivid and full of artistic atmosphere.</li>
 	<li>Perfect for bedroom, study, hallway, living room, etc.</li>
 	<li>Nice decoration and increase elegance to your home.</li>
 	<li>It is also a good choice of gifts for your friends or parents.</li>
</ul>
*Delivery charge depends on your location and product size

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2021-03-31 11:18:59",519,open,combo-8,,,,no,no,7,3190,1550,,,,,,,instock,no,no,5,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/03/ak-4k-g.jpg ! alt :  ! title : ak 4k g ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/IMG_4395-scaled-1.jpg ! alt :  ! title : IMG_4395-scaled ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/IMG_4402-scaled-1.jpg ! alt :  ! title : IMG_4402-scaled ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/IMG_4430-scaled-1.jpg ! alt :  ! title : IMG_4430-scaled ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/IMG_4435-scaled-1.jpg ! alt :  ! title : IMG_4435-scaled ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/IMG_4438-scaled-1.jpg ! alt :  ! title : IMG_4438-scaled ! desc :  ! caption : ",,https://shajao.com/shop/3d-canvas/ak-4kul-set-6/
"Ayatul Kursi &amp; 2 Kull Calligraphy | Canvas Frame",ak-2kul,,47442,"<h4><img class=""alignnone size-medium wp-image-47559"" src=""https://shajao.com/wp-content/uploads/2021/03/d0isfudrjtji-2-300x49.gif"" alt="""" width=""300"" height=""49"" /></h4>
<p style=""text-align: left"">আয়াতুল কুরসি ও ২কুল ক্যালিগ্রাফির ক্যানভাস ফ্রেম সেট</p>
<p style=""text-align: left""><strong>Material:</strong> Wooden Frame and Laminated Picture.</p>
<p style=""text-align: left""><strong>Canvas Type:</strong> 3D Border Canvas Frame</p>
<p style=""text-align: left""><strong>Set Up in Wall:</strong> Without Drilling And Easy. The glue will be provided.</p>
<p style=""text-align: left""><strong>Size:</strong> Provided in the Image.</p>
<p style=""text-align: left""><strong>Printing Quality:</strong> Glossy Printing   Laminated Picture( You can even wash)</p>
<p style=""text-align: left""><strong>Color Guarantee:</strong> 10 Years.</p>
<p style=""text-align: left""><strong>Delivers to</strong> All Over Bangladesh Through Courier.</p>","&nbsp;

[video width=""1920"" height=""1080"" mp4=""https://shajao.com/wp-content/uploads/2021/03/2k-ak.mp4"" loop=""true"" autoplay=""true""][/video]

এটি কেবল মাত্র কাঠের নয়, বর্ডারলেস, থ্রিডি এবং গ্লাসলেস এবং প্রিমিয়াম লুকেও পাওয়া যাচ্ছে। সর্বাধিক আশ্চর্জজনক ঘটনাটি হচ্ছে যে আপনি এটি ড্রিল ছাড়াই দেয়ালে ঝুলিয়ে রাখতে পারেন। এই ফ্রেমটির কিছু বৈশিষ্ট্য হলো :
<div class=""p-rich_text_section"">Features:</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>3D Border Canvas Frame</li>
 	<li>Premium Canvas Made by Shajao in Bangladesh.</li>
 	<li>Brand New and high quality.</li>
 	<li>Made of Wood and canvas material, durable, environmental protection.</li>
 	<li>Vivid and full of artistic atmosphere.</li>
 	<li>Perfect for bedroom, study, hallway, living room, etc.</li>
 	<li>Nice decoration and increase elegance to your home.</li>
 	<li>It is also a good choice of gifts for your friends or parents.</li>
</ul>
&nbsp;
<div class=""p-rich_text_section""><strong>ফিচারস</strong></div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>থ্রিডি বর্ডার প্রিমিয়াম ক্যানভাস ফ্রেমের সেট</li>
 	<li>ব্র্যান্ড নিউ এন্ড হাই কোয়ালিটি</li>
 	<li>মজবুত কাঠের তৈরী এবং পরিবেশ বান্ধব ডিজাইন</li>
 	<li>বেডরুম, ডাইনিং রুম, পড়াশোনা করার রুম এর জন্য উপযোগী</li>
 	<li>অস্থির ভাবে ফুটে উঠে এবং সৌন্দর্য বৃদ্ধি করে।</li>
 	<li>বন্ধু বান্ধবী অথবা কোনো পারিবারিক অনুষ্ঠানে গিফট করার জন্য উপযোগী</li>
</ul>
<ul>
 	<li>এটি ফ্রেমে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে) <a href=""https://www.facebook.com/529095610801875/videos/2033221033476488"" target=""_blank"" rel=""nofollow noopener noreferrer"">Click here</a></li>
 	<li>এই ফ্রেমে কোনও বর্ডার নেই</li>
</ul>
<strong>Delivery </strong>
<ul>
 	<li>Delivery Time 2 - 4 Working days.</li>
 	<li>Inside Dhaka 100Tk</li>
 	<li>Outside Dhaka 150Tk</li>
</ul>
*Delivery charge depends on your location and product size

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2021-03-31 11:35:14",519,open,Canvas-4,,,,no,no,0,2490,990,,,,,,,outofstock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/03/dsfesf.jpg ! alt :  ! title : dsfesf ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/Untitled-4.jpg ! alt :  ! title : Untitled-4 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/Untitled-3.jpg ! alt :  ! title : Untitled-3 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/Untitled-2.jpg ! alt :  ! title : Untitled-2 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/03/Untitled-1-2.jpg ! alt :  ! title : Untitled-1 ! desc :  ! caption : ",,https://shajao.com/shop/3d-canvas/ak-2kul/
"Ayatul Kursi Green | Wall Clock",ayatul-kursi-green-wall-clock,,47699,"<h4 style=""text-align: center;""><strong>Stock: Limited. </strong></h4>
<h5 style=""text-align: center;""><strong>Dimension: </strong>12Inch</h5>
<h5 style=""text-align: center;""><strong>Diameter:  </strong>1.75” depth</h5>
<h5 style=""text-align: center;""><strong>Body: </strong>High-Quality TPU plastic</h5>
<h5 style=""text-align: center;""><strong>Backside:</strong>  Hook for easy hanging</h5>
<ul>
 	<li style=""text-align: center;"">
<h5><strong>Battery: </strong>Free Pencil Battery</h5>
</li>
</ul>","<h3>Exclusive Wall Clock</h3>
<ul>
 	<li><strong>Size: 12” diameter, 1.75” depth</strong></li>
 	<li>High Quality TPU plastic frame</li>
 	<li>High-impact Plexiglas crystal face</li>
 	<li>Backside hook for easy hanging</li>
 	<li>High Quality Dust Proof Printing</li>
 	<li>Unique gift for friends or family</li>
 	<li><strong>One battery free with each clock</strong></li>
</ul>
Delivery: 2-3 Working Days",publish,,0,"2021-04-04 15:42:31",519,open,clock37-1,,,,no,no,0,890,690,,,,,,,outofstock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/ak-green.jpg ! alt :  ! title : ak green ! desc :  ! caption : ",,https://shajao.com/shop/wall-clock/ayatul-kursi-green-wall-clock/
"Flower Illustration | Wall Clock (10 Inch)",flower-illustration-wall-clock-10-inch,,47702,"<h4 style=""text-align: center;""><strong>Stock: Limited. </strong></h4>
<h5 style=""text-align: center;""><strong>Dimension: </strong>10 Inch</h5>
<h5 style=""text-align: center;""><strong>Diameter:  </strong>1.75” depth</h5>
<h5 style=""text-align: center;""><strong>Body: </strong>High-Quality TPU plastic</h5>
<h5 style=""text-align: center;""><strong>Backside:</strong>  Hook for easy hanging</h5>
<ul>
 	<li style=""text-align: center;"">
<h5 style=""text-align: center;""><strong>Battery: </strong>Free Pencil Battery</h5>
</li>
</ul>","<h3>Exclusive Wall Clock</h3>
<ul>
 	<li><strong>Size: 10” diameter, 1.75” depth</strong></li>
 	<li>High Quality TPU plastic frame</li>
 	<li>High-impact Plexiglas crystal face</li>
 	<li>Backside hook for easy hanging</li>
 	<li>High Quality Dust Proof Printing</li>
 	<li>Unique gift for friends or family</li>
 	<li><strong>One battery free with each clock</strong></li>
</ul>
Delivery: 3-5 Working Days",publish,,0,"2021-04-04 16:02:07",519,open,clock27-1,,,,no,no,23,690,399,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/flower-illustration.jpg ! alt :  ! title : flower illustration ! desc :  ! caption : ",,https://shajao.com/shop/wall-clock/flower-illustration-wall-clock-10-inch/
"Mount Fuji | 3D Border Frame Set",mount-fuji-3d-border-frame-set,,47821,"<p style=""text-align: left""><strong>Material:</strong> Wooden Frame and Laminated Picture.</p>
<p style=""text-align: left""><strong>Canvas Type:</strong> 3D Border Canvas Frame</p>
<p style=""text-align: left""><strong>Set Up in Wall:</strong> Without Drilling And Easy. The glue will be provided.</p>
<p style=""text-align: left""><strong>Size:</strong> Provided in the Image.</p>
<p style=""text-align: left""><strong>Printing Quality:</strong> Glossy Printing   Laminated Picture( You can even wash)</p>
<p style=""text-align: left""><strong>Color Guarantee:</strong> 10 Years.</p>
<p style=""text-align: left""><strong>Delivers to</strong> All Over Bangladesh Through Courier.</p>","এটি কেবল মাত্র কাঠের নয়, বর্ডারলেস, থ্রিডি এবং গ্লাসলেস এবং প্রিমিয়াম লুকেও পাওয়া যাচ্ছে। সর্বাধিক আশ্চর্জজনক ঘটনাটি হচ্ছে যে আপনি এটি ড্রিল ছাড়াই দেয়ালে ঝুলিয়ে রাখতে পারেন। এই ফ্রেমটির কিছু বৈশিষ্ট্য হলো :
<div class=""p-rich_text_section"">Features:</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>3D Border Canvas Frame</li>
 	<li>Premium Canvas Made by Shajao in Bangladesh.</li>
 	<li>Brand New and high quality.</li>
 	<li>Made of Wood and canvas material, durable, environmental protection.</li>
 	<li>Vivid and full of artistic atmosphere.</li>
 	<li>Perfect for bedroom, study, hallway, living room, etc.</li>
 	<li>Nice decoration and increase elegance to your home.</li>
 	<li>It is also a good choice of gifts for your friends or parents.</li>
</ul>
&nbsp;
<div class=""p-rich_text_section""><strong>ফিচারস</strong></div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>থ্রিডি বর্ডার প্রিমিয়াম ক্যানভাস ফ্রেমের সেট</li>
 	<li>ব্র্যান্ড নিউ এন্ড হাই কোয়ালিটি</li>
 	<li>মজবুত কাঠের তৈরী এবং পরিবেশ বান্ধব ডিজাইন</li>
 	<li>বেডরুম, ডাইনিং রুম, পড়াশোনা করার রুম এর জন্য উপযোগী</li>
 	<li>অস্থির ভাবে ফুটে উঠে এবং সৌন্দর্য বৃদ্ধি করে।</li>
 	<li>বন্ধু বান্ধবী অথবা কোনো পারিবারিক অনুষ্ঠানে গিফট করার জন্য উপযোগী</li>
</ul>
<ul>
 	<li>এটি ফ্রেমে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে) <a href=""https://www.facebook.com/529095610801875/videos/2033221033476488"" target=""_blank"" rel=""nofollow noopener noreferrer"">Click here</a></li>
 	<li>এই ফ্রেমে কোনও বর্ডার নেই</li>
</ul>
<strong>Delivery </strong>
<ul>
 	<li>Delivery Time 2-4 Working days.</li>
 	<li>Inside Dhaka 100Tk</li>
 	<li>Outside Dhaka 150Tk</li>
</ul>
*Delivery charge depends on your location and product size

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2021-04-06 13:58:13",519,open,Canvas-16,,,,no,no,4,2490,1590,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/mount-fuji-1.jpg ! alt :  ! title : mount fuji ! desc :  ! caption : ",,https://shajao.com/shop/canvas/mount-fuji-3d-border-frame-set/
"Bismillah Calligraphy | Glass Frame",bismillah-calligraphy-glass-frame,,47946,"<h3 style=""text-align: center""><strong>Size:  16x20 inch</strong></h3>
<ul>
 	<li style=""text-align: center""><strong>প্রিমিয়াম ইসলামিক ফ্রেম:</strong> এটি বাংলাদেশের সর্বাধিক জনপ্রিয় ফ্রেম।</li>
 	<li style=""text-align: center""><strong>গ্লাস ফ্রেম:</strong> এটি 2.5 মিমি গ্লাস দিয়ে তৈরি। সুতরাং এটি মজবুত এবং দীর্ঘস্থায়ী।</li>
 	<li style=""text-align: center""><strong>প্রিমিয়াম মেটেরিয়াল </strong>- ১ ইঞ্চি ফাইবার   গ্লাস   গ্লসি প্রিন্টিং   লেমোনেশন   হার্ডবোর্ড   বেসিকসাইড ব্ল্যাক পেপার।</li>
</ul>","<h3><span style=""font-size: 16px"">**ফ্রেম হবার উপর ১ ইঞ্চি ছোট কিংবা বড় হতে পারে উপরের হিসাব থেকে।</span></h3>
খেয়াল রাখা আবশ্যক এটি অরিজিনাল আর্ট ক্যালিগ্রাফি নয়, এটি হচ্ছে একটি অসাধারণ ক্যালিগ্রাফি ডিজিটাল ভার্শন যেটিকে আমরা ডিজিটাল প্রিন্টিং , লেমোনেশন এবং ফ্রেমিং করে নিয়ে আসবো আপনার দরজায়। তাই এর মান হবে নিখুঁত এবং একসাথে টেকসই।
<h4>ঢাকা এবং ঢাকার বাইরের ডেলিভারি তথ্য</h4>
<strong>ডেলিভারি সময়ঃ ২-৪ কর্ম দিবস।</strong>

কোনো তথ্য জানতে অথবা পরামর্শে <strong>01707082382, 01707082381</strong>",publish,,0,"2021-04-08 13:09:22",7,open,"Glass Frame1-1",,,,no,no,2,1990,999,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/02/bismillah.jpg ! alt :  ! title : bismillah ! desc :  ! caption : ",,https://shajao.com/shop/flash-sale/glass-frame-new/bismillah-calligraphy-glass-frame/
"Muslim peace| Glass Frame",muslim-peace-glass-frame,,47948,"<h3 style=""text-align: center""><strong>Size:  16x20 inch</strong></h3>
<ul>
 	<li style=""text-align: center""><strong>প্রিমিয়াম ইসলামিক ফ্রেম:</strong> এটি বাংলাদেশের সর্বাধিক জনপ্রিয় ফ্রেম।</li>
 	<li style=""text-align: center""><strong>গ্লাস ফ্রেম:</strong> এটি 2.5 মিমি গ্লাস দিয়ে তৈরি। সুতরাং এটি মজবুত এবং দীর্ঘস্থায়ী।</li>
 	<li style=""text-align: center""><strong>প্রিমিয়াম মেটেরিয়াল </strong>- ১ ইঞ্চি ফাইবার   গ্লাস   গ্লসি প্রিন্টিং   লেমোনেশন   হার্ডবোর্ড   বেসিকসাইড ব্ল্যাক পেপার।</li>
</ul>","<h3><span style=""font-size: 16px"">**ফ্রেম হবার উপর ১ ইঞ্চি ছোট কিংবা বড় হতে পারে উপরের হিসাব থেকে।</span></h3>
খেয়াল রাখা আবশ্যক এটি অরিজিনাল আর্ট ক্যালিগ্রাফি নয়, এটি হচ্ছে একটি অসাধারণ ক্যালিগ্রাফি ডিজিটাল ভার্শন যেটিকে আমরা ডিজিটাল প্রিন্টিং , লেমোনেশন এবং ফ্রেমিং করে নিয়ে আসবো আপনার দরজায়। তাই এর মান হবে নিখুঁত এবং একসাথে টেকসই।
<h4>ঢাকা এবং ঢাকার বাইরের ডেলিভারি তথ্য</h4>
<strong>ডেলিভারি সময়ঃ ২-৪ কর্ম দিবস।</strong>

কোনো তথ্য জানতে অথবা পরামর্শে <strong>01707082382, 01707082381</strong>",publish,,0,"2021-04-08 13:17:27",7,open,"Glass Frame1-2",,,,no,no,3,1990,999,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/peace-16x20-1.jpg ! alt :  ! title : peace 16x20 ! desc :  ! caption : ",,https://shajao.com/shop/flash-sale/glass-frame-new/muslim-peace-glass-frame/
"Ayatul kursi-21 Calligraphy | 3D Border Canvas Frame",ayatul-kursi-20-calligraphy-3d-border-canvas-frame,,48004,"<h4></h4>
<p style=""text-align: left""><strong>Material:</strong> Wooden Frame and Laminated Picture.</p>
<p style=""text-align: left""><strong>Canvas Type:</strong> 3D Border Canvas Frame</p>
<p style=""text-align: left""><strong>Set Up in Wall:</strong> Without Drilling And Easy. The glue will be provided.</p>
<p style=""text-align: left""><strong>Size:</strong> Provided in the Image.</p>
<p style=""text-align: left""><strong>Printing Quality:</strong> Glossy Printing   Laminated Picture( You can even wash)</p>
<p style=""text-align: left""><strong>Color Guarantee:</strong> 10 Years.</p>
<p style=""text-align: left""><strong>Delivers to</strong> All Over Bangladesh Through Courier.</p>","এটি কেবল মাত্র কাঠের নয়, বর্ডারলেস, থ্রিডি এবং গ্লাসলেস এবং প্রিমিয়াম লুকেও পাওয়া যাচ্ছে। সর্বাধিক আশ্চর্জজনক ঘটনাটি হচ্ছে যে আপনি এটি ড্রিল ছাড়াই দেয়ালে ঝুলিয়ে রাখতে পারেন। এই ফ্রেমটির কিছু বৈশিষ্ট্য হলো :
<div class=""p-rich_text_section"">Features:</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>3D  Border Canvas Frame</li>
 	<li>Premium Canvas Made by Shajao in Bangladesh.</li>
 	<li>Brand New and high quality.</li>
 	<li>Made of Wood and canvas material, durable, environmental protection.</li>
 	<li>Vivid and full of artistic atmosphere.</li>
 	<li>Perfect for bedroom, study, hallway, living room, etc.</li>
 	<li>Nice decoration and increase elegance to your home.</li>
 	<li>It is also a good choice of gifts for your friends or parents.</li>
</ul>
&nbsp;
<div class=""p-rich_text_section""><strong>ফিচারস</strong></div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>থ্রিডি বর্ডার প্রিমিয়াম ক্যানভাস ফ্রেম</li>
 	<li>ব্র্যান্ড নিউ এন্ড হাই কোয়ালিটি</li>
 	<li>মজবুত কাঠের তৈরী এবং পরিবেশ বান্ধব ডিজাইন</li>
 	<li>বেডরুম, ডাইনিং রুম, পড়াশোনা করার রুম এর জন্য উপযোগী</li>
 	<li>অস্থির ভাবে ফুটে উঠে এবং সৌন্দর্য বৃদ্ধি করে।</li>
 	<li>বন্ধু বান্ধবী অথবা কোনো পারিবারিক অনুষ্ঠানে গিফট করার জন্য উপযোগী</li>
</ul>
<ul>
 	<li>এটি দেয়ালে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে) <a href=""https://www.facebook.com/529095610801875/videos/2033221033476488"" target=""_blank"" rel=""nofollow noopener noreferrer"">Click here</a></li>
 	<li>এই ফ্রেমে কোনও বর্ডার নেই</li>
</ul>
<strong>Delivery </strong>
<ul>
 	<li>Delivery Time 2-4 Working days.</li>
 	<li>Inside Dhaka 100Tk</li>
 	<li>Outside Dhaka 150Tk</li>
</ul>
*Delivery charge depends on your location and product size

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2021-04-09 16:29:37",519,open,"Single- 4",,,,no,no,3,1090,890,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/ayatul-kursi-20.jpg ! alt :  ! title : ayatul kursi 20 ! desc :  ! caption : ",,https://shajao.com/shop/canvas/ayatul-kursi-20-calligraphy-3d-border-canvas-frame/
"3 Tasbih Calligraphy | Special Combo Set 7",3-tasbih-set-7,,48298,"<h4 style=""text-align: left;"">সুবহানাল্লাহ - আলহামদুলিল্লাহ - আল্লাহুআকবর ক্যালিগ্রাফি কম্বো সেট ।</h4>
Premium Islamic Calligraphy Combo From Shajao.com
<div class=""woocommerce-product-details__short-description"">
<div dir=""auto"">

<strong>Combo: 2 Premium Canvas &amp; 1 Wall Clock</strong>

<strong>Material:</strong> কেরাসিন কাঠের ফ্রেমে   লেমোনেটেড প্রিন্টিং

<strong>Set Up in Wall:</strong> ড্রিলিং ছাড়াই সেট আপ   প্যাক এর ভিতর লাগানোর গ্লু দেয়া থাকে

<strong>Color Guarantee:</strong> 10 Years.

</div>
</div>","<div class=""p-rich_text_section"">

<strong>ফিচারস</strong>

</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>থ্রিডি বর্ডার প্রিমিয়াম ক্যানভাস ফ্রেমের সেট</li>
 	<li>ব্র্যান্ড নিউ এন্ড হাই কোয়ালিটি</li>
 	<li>মজবুত কাঠের তৈরী এবং পরিবেশ বান্ধব ডিজাইন</li>
 	<li>বেডরুম, ডাইনিং রুম, পড়াশোনা করার রুম এর জন্য উপযোগী</li>
 	<li>অস্থির ভাবে ফুটে উঠে এবং সৌন্দর্য বৃদ্ধি করে।</li>
 	<li>বন্ধু বান্ধবী অথবা কোনো পারিবারিক অনুষ্ঠানে গিফট করার জন্য উপযোগী</li>
 	<li>এটি ফ্রেমে সেট আপ করার জন্য কোনও ড্রিলের প্রয়োজন নেই (ফ্রেমের সাথে বিশেষ টেপ দেওয়া হবে)</li>
</ul>
<strong>Delivery </strong>
<ul>
 	<li>Delivery Time 2-4 Working days.</li>
 	<li>Inside Dhaka 100Tk</li>
 	<li>Outside Dhaka 150Tk.</li>
</ul>
<div class=""p-rich_text_section"">Features:</div>
<ul class=""p-rich_text_list p-rich_text_list__bullet"" data-stringify-type=""unordered-list"" data-indent=""0"">
 	<li>3D Border Canvas Frame</li>
 	<li>Premium Canvas Made by Shajao in Bangladesh.</li>
 	<li>Brand New and high quality.</li>
 	<li>Made of Wood and canvas material, durable, environmental protection.</li>
 	<li>Vivid and full of artistic atmosphere.</li>
 	<li>Perfect for bedroom, study, hallway, living room, etc.</li>
 	<li>Nice decoration and increase elegance to your home.</li>
 	<li>It is also a good choice of gifts for your friends or parents.</li>
</ul>
*Delivery charge depends on your location and product size

<strong>কোনো তথ্য জানতে অথবা পরামর্শে 01707082382, 01707082381</strong>",publish,,0,"2021-04-14 21:16:20",7,open,487788-1,,,,no,no,0,3190,1590,,,,,,,outofstock,no,no,5,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/04/3-tasbihh.jpg ! alt :  ! title : 3 tasbihh ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/04/shajao_0000_IMG_20210408_195442.jpg ! alt :  ! title : shajao_0000_IMG_20210408_195442 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/04/shajao_0001_IMG_20210408_195502.jpg ! alt :  ! title : shajao_0001_IMG_20210408_195502 ! desc :  ! caption :  | https://shajao.com/wp-content/uploads/2021/04/shajao_0002_IMG_20210408_195453.jpg ! alt :  ! title : shajao_0002_IMG_20210408_195453 ! desc :  ! caption : ",,https://shajao.com/shop/3d-canvas/3-tasbih-set-7/
"Pink Flower | Wall Clock",pink-flower-wall-clock,,48379,"<h4 style=""text-align: center""><strong>Stock: Limited. </strong></h4>
<h5 style=""text-align: center""><strong>Dimension: </strong>14 Inch</h5>
<h5 style=""text-align: center""><strong>Diameter:  </strong>1.75” depth</h5>
<h5 style=""text-align: center""><strong>Body: </strong>High-Quality TPU plastic</h5>
<h5 style=""text-align: center""><strong>Backside:</strong>  Hook for easy hanging</h5>
<ul>
 	<li style=""text-align: center"">
<h5><strong>Battery: </strong>Free Pencil Battery</h5>
</li>
</ul>","<h3>Exclusive Wall Clock</h3>
<ul>
 	<li><strong>Size: 14” diameter, 1.75” depth</strong></li>
 	<li>High Quality TPU plastic frame</li>
 	<li>High-impact Plexiglas crystal face</li>
 	<li>Backside hook for easy hanging</li>
 	<li>High Quality Dust Proof Printing</li>
 	<li>Unique gift for friends or family</li>
 	<li><strong>One battery free with each clock</strong></li>
</ul>
Delivery: 2-3 Working Days",publish,,0,"2021-04-15 14:21:53",519,open,clock34-1,,,,no,no,9,1090,850,,,,,,,instock,no,no,1,yes,taxable,,,,,,'-1,'-1,,,"https://shajao.com/wp-content/uploads/2021/02/31.jpg ! alt :  ! title : 31 ! desc :  ! caption : ",,https://shajao.com/shop/wall-clock/pink-flower-wall-clock/
